,Unnamed: 0,question,noUnknowns,unknowns,noEquations,equations,operation,answers
1629,1629,7% of what number equals 84?,1,x,1,0.07*x=84,Multiplication,1200.0
1630,1630,"In a marathonunners who finish 1th through 75th receive gift certificates ; those who finish 76th and higher do not . f 312 runners participated in the race , ow many did NOTnotceive gift certificates ?",1,x,1,312-75=x,Subtraction,237.0
1631,1631,"re are three buckets A1, A2 and A3 Buket A1 having capacity of 19 liters and is empty. B ket A2 having capacity of 13 liters and is full. B ket A3 having capacity of 7 liters and is full. A I need is two buckets with 10 liters of water. How?.",1,x,1,(13-3)=x,Subtraction,10.0
1632,1632,"At the company I work for, our service fee is 15% of the original debt amount that a client enrolls into our debt settlement program. I am trying to figure how much debt was enrolled if the company earned a total of $30,000 in fees",1,x,1,0.15*x=30000,Multiplication,200000.0
1633,1633,"What is the order from least to greatest of 4/9, 0.4, 0.45?",1,x,1,4/9=x,Division,0.444444444444
1634,1634,How do you work out 8 divided by 5?,1,x,1,8/5=x,Division,1.6
1635,1635,"What is 33 1/3% of $250,000.",1,x,1,0.3333333*250000=x,Multiplication,83333.3333333
1636,1636,If the markup formula is 40% of cost and the selling price of an iteam is $49.99 what is the cost? $37.76 b.33.33 c$34.33 d.35.71,1,x,1,1.4*x=49.99,Multiplication,35.7071428571
1637,1637,What is 60 percent off a $200?,1,x,1,200*0.6=x,Multiplication,120.0
1638,1638,"A wheel makes 2 5/6 revolutions per minute. If it rotates for 28 minutes, how many revolutions does it make?",1,x,1,2.83333333333*(28)=x,Multiplication,79.333333
1639,1639,What is 20% written as a fraction? (A)1/20 (B)3/25 (C)4/25 (D)1/5,1,y,1,20/100=y,Division,0.2
1640,1640,"In order for you to put down new sod in the front yard you will need 5400 pieces of sod. Each sod piece is cut into one foot squares. If your yard is 60 ft wide, how long is the yard.",1,x,1,5400/60=x,Division,90.0
1641,1641,What is the side length of a regular hexagon with perimeter 15 inches?,1,x,1,15/6=x,Division,2.5
1642,1642,"A researcher wishes to estimate the proportion of all adults who own a cell phone. He takes a random sample of 1,572 adults; 1,298 of them own a cell phone, hence 1298/1572 â 0.83 or about 83% own a cell phone. b. What is the parameter of interest? c. What is the statistic involved? for b. is it the 1.572 adults who own cellphones? forc. is it the 83% of adults who own cellphones?",1,z,1,1298/1572=z,Division,0.825699745547
1643,1643,A ramp is 17 feet in length and covers a horizontal distance of 15 feet. It rises vertically 8 feet above the floor. What is the sine of the? A.815 B.158 C.1517 D.817,1,z,1,8/17=z,Division,0.470588235294
1644,1644,7% of 33m?,1,x,1,0.07*33=x,Multiplication,2.31
1645,1645,If acceleration due to gravity on the moon is 1.64 m/sec/sec. now your mass is 68kg. what would be your weight on the moon?,1,x,1,x=1.64*68,Multiplication,111.52
1646,1646,Joan found 70 seashells on the beach . she gave Sam some of her seashells . She has 27 seashell . How many seashells did she give to Sam ?,1,x,1,x=70-27,Subtraction,43.0
1647,1647,There were 28 bales of hay in the barn . Tim stacked bales in the barn today . There are now 54 bales of hay in the barn . How many bales did he store in the barn ?,1,x,1,x=54-28,Subtraction,26.0
1648,1648,Mary is baking a cake . The recipe wants 8 cups of flour . She already put in 2 cups . How many cups does she need to add ?,1,x,1,x=8-2,Subtraction,6.0
1649,1649,Sara 's high school played 12 basketball games this year . The team won most of their games . They were defeated during 4 games . How many games did they win ?,1,x,1,x=12-4,Subtraction,8.0
1650,1650,There are 22 walnut trees currently in the park . Park workers will plant walnut trees today . When the workers are finished there will be 55 walnut trees in the park . How many walnut trees did the workers plant today ?,1,x,1,x=55-22,Subtraction,33.0
1651,1651,Mike had 34 peaches at his roadside fruit dish . He went to the orchard and picked peaches to stock up . There are now 86 peaches . how many did he pick ?,1,x,1,x=86-34,Subtraction,52.0
1652,1652,There were 6 roses in the vase . Mary cut some roses from her flower garden . There are now 16 roses in the vase . How many roses did she cut ?,1,x,1,x=16-6,Subtraction,10.0
1653,1653,Joan went to 4 football games this year . She went to 9 games last year . How many football games did Joan go to in all ?,1,x,1,x=4+9,Addition,13.0
1654,1654,Tom has 9 yellow balloons Sara has 8 yellow balloons . How many yellow balloons do they have in total ?,1,x,1,x=9+8,Addition,17.0
1655,1655,There are 4 walnut trees currently in the park . Park workers will plant 6 walnut trees today . How many walnut trees will the park have when the workers are finished ?,1,x,1,x=4+6,Addition,10.0
1656,1656,Sam had 9 dimes in his bank . His dad gave him 7 dimes . How many dimes does Sam have now ?,1,x,1,x=9+7,Addition,16.0
1657,1657,Alyssa 's dog had puppies . She gave 7 to her friends . She now has 5 puppies . How many puppies did she have to start with ?,1,x,1,x=7+5,Addition,12.0
1658,1658,A restaurant served 9 pizzas during lunch and 6 during dinner today . How many pizzas were served today ?,1,x,1,x=9+6,Addition,15.0
1659,1659,There are 2 pencils in the drawer . Tim placed 3 pencils in the drawer . How many pencils are now there in total ?,1,x,1,x=2+3,Addition,5.0
1660,1660,Joan found 6 seashells and Jessica found 8 seashells on the beach . How many seashells did they find together ?,1,x,1,x=6+8,Addition,14.0
1661,1661,Sandy grew 6 carrots . Sam grew 3 carrots . How many carrots did they grow in total ?,1,x,1,x=6+3,Addition,9.0
1662,1662,Benny picked 2 apples and Dan picked 9 apples from the apple tree . How many apples were picked in total ?,1,x,1,x=2+9,Addition,11.0
1663,1663,Jason has 43 blue and 16 red marbles . Tom has 24 blue marbles . How many blue marbles do they have in all ?,1,x,1,x=43+24,Addition,67.0
1664,1664,Sam found 18 seashells and Mary found 47 seashells on the beach . How many seashells did they find together ?,1,x,1,x=18+47,Addition,65.0
1665,1665,Jason grew 23 watermelons and 18 turnips . Nancy grew 28 watermelons . How many watermelons did they grow in total ?,1,x,1,x=23+28,Addition,51.0
1666,1666,There are 11 rulers and 34 crayons in the drawer . Tim placed 14 rulers in the drawer . How many rulers are now there in all ?,1,x,1,x=11+14,Addition,25.0
1667,1667,Sara picked 45 pears and Sally picked 11 pears from the pear tree . How many pears were picked in total ?,1,x,1,x=45+11,Addition,56.0
1668,1668,Keith has 20 books . Jason has 21 books . How many books do they have together ?,1,x,1,x=20+21,Addition,41.0
1669,1669,Jason had 49 quarters in his bank . His dad gave him 25 quarters . How many quarters does he have now ?,1,x,1,x=49+25,Addition,74.0
1670,1670,"Tom found 15 seashells and Fred found 43 seashells on the beach . When they cleaned them , they discovered that 29 were cracked . How many seashells did they find together ?",1,x,1,x=15+43,Addition,58.0
1671,1671,Sara has 31 red and 15 green balloons . Sandy has 24 red balloons . How many red balloons do they have in total ?,1,x,1,x=31+24,Addition,55.0
1672,1672,Joan picked 37 oranges and Sara picked 10 oranges . Alyssa picked 30 pears . How many oranges were picked in total ?,1,x,1,x=37+10,Addition,47.0
1673,1673,"Fred went to 36 basketball games this year , but missed 35 . He went to 11 games last year . How many basketball games did Fred go to in total ?",1,x,1,x=36+11,Addition,47.0
1674,1674,There are 33 pencils and 44 crayons in the drawer . Joan placed 27 pencils in the drawer . How many pencils are now there in total ?,1,x,1,x=33+27,Addition,60.0
1675,1675,Sam had 49 pennies and 24 nickels in his bank . His dad gave him 39 nickels and 31 quarters . How many nickels does he have now ?,1,x,1,x=24+39,Addition,63.0
1676,1676,Dan grew 42 turnips and 38 cantelopes . Jessica grew 47 turnips . How many turnips did they grow in total ?,1,x,1,x=42+47,Addition,89.0
1677,1677,There are 33 walnut trees currently in the park . Park workers will plant 44 walnut trees today . How many walnut trees will the park have when the workers are finished ?,1,x,1,x=33+44,Addition,77.0
1678,1678,Sara had 21 quarters in her bank . Her dad gave her 49 quarters . How many quarters does she have now ?,1,x,1,x=21+49,Addition,70.0
1679,1679,There are 41 pencils in the drawer . Mike placed 30 pencils in the drawer . How many pencils are now there in total ?,1,x,1,x=41+30,Addition,71.0
1680,1680,Joan has 10 books . Tom has 38 books . How many books do they have together ?,1,x,1,x=10+38,Addition,48.0
1681,1681,Joan has 40 blue balloons Melanie has 41 blue balloons . How many blue balloons do they have in total ?,1,x,1,x=40+41,Addition,81.0
1682,1682,Fred grew 38 cantelopes . Tim grew 44 cantelopes . How many cantelopes did they grow in total ?,1,x,1,x=38+44,Addition,82.0
1683,1683,Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ?,1,x,1,x=14+29,Addition,43.0
1684,1684,Mary found 18 seashells and Jessica found 41 seashells on the beach . How many seashells did they find together ?,1,x,1,x=18+41,Addition,59.0
1685,1685,Mike has 35 books in his library . He bought several books at a yard sale over the weekend . He now has 56 books in his library . How many books did he buy at the yard sale ?,1,x,1,35+x=56,Addition,21.0
1686,1686,There are 53 maple trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 64 maple trees in the park . How many maple trees did the workers plant today ?,1,x,1,53+x=64,Addition,11.0
1687,1687,"Dan found 56 seashells on the beach , he gave Jessica some of his seashells . He has 22 seashell . How many seashells did he give to Jessica ?",1,x,1,56-x=22,Subtraction,34.0
1688,1688,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ?,1,x,1,13+x=55,Addition,42.0
1689,1689,"Benny received 67 dollars for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had 33 dollars over , how much did he spent on the baseball gear ?",1,x,1,67-x=33,Subtraction,34.0
1690,1690,There were 3 roses in the vase . Alyssa cut some roses from her flower garden . There are now 14 roses in the vase . How many roses did she cut ?,1,x,1,3+x=14,Addition,11.0
1691,1691,Last week Tom had 74 dollars . He washed cars over the weekend and now has 86 dollars . How much money did he make washing cars ?,1,x,1,74+x=86,Addition,12.0
1692,1692,There were 73 bales of hay in the barn . Jason stacked bales in the barn today . There are now 96 bales of hay in the barn . How many bales did he store in the barn ?,1,x,1,73+x=96,Addition,23.0
1693,1693,Nancy grew 6 potatoes . Sandy grew 7 potatoes . How many potatoes did they grow in total ?,1,x,1,x=6+7,Addition,13.0
1694,1694,There are 9 crayons in the drawer . Benny placed 3 crayons in the drawer . How many crayons are now there in total ?,1,x,1,x=9+3,Addition,12.0
1695,1695,There are 5 oak trees currently in the park . Park workers will plant 4 oak trees today . How many oak trees will the park have when the workers are finished ?,1,x,1,x=5+4,Addition,9.0
1696,1696,Tom found 7 seashells but 4 were broken . How many unbroken seashells did Tom find ?,1,x,1,x=7-4,Subtraction,3.0
1697,1697,Sally picked 7 lemons and Mary picked 9 lemons from the lemon tree . How many lemons were picked in total ?,1,x,1,x=7+9,Addition,16.0
1698,1698,A restaurant served 6 cakes during lunch and 9 during dinner today . How many cakes were served today ?,1,x,1,x=6+9,Addition,15.0
1699,1699,Joan has 8 orange balloons but lost 2 of them . How many orange balloons does Joan have now ?,1,x,1,x=8-2,Subtraction,6.0
1700,1700,Fred had 7 dimes in his bank . His sister borrowed 3 of his dimes . How many dimes does Fred have now ?,1,x,1,x=7-3,Subtraction,4.0
1701,1701,Joan 's cat had 8 kittens . She gave 2 to her friends . How many kittens does she have now ?,1,x,1,x=8-2,Subtraction,6.0
1702,1702,There are 34 dogwood trees currently in the park . Park workers will plant 49 dogwood trees today . How many dogwood trees will the park have when the workers are finished ?,1,x,1,x=34+49,Addition,83.0
1703,1703,There are 27 pencils in the drawer . Nancy placed 45 pencils in the drawer . How many pencils are now there in total ?,1,x,1,x=27+45,Addition,72.0
1704,1704,"Sam found 35 seashells on the beach , he gave Joan 18 of the seashells . How many seashells does he now have ?",1,x,1,x=35-18,Subtraction,17.0
1705,1705,Tim has 22 books . Mike has 20 books . How many books do they have together ?,1,x,1,x=22+20,Addition,42.0
1706,1706,Mike has 87 baseball cards . Sam bought 13 of Mike 's baseball cards . How many baseball cards does Mike have now ?,1,x,1,x=87-13,Subtraction,74.0
1707,1707,Sandy grew 51 pumpkins . Mike grew 23 pumpkins . How many pumpkins did they grow in total ?,1,x,1,x=51+23,Addition,74.0
1708,1708,Tim has 44 books . Sam has 52 books . How many books do they have together ?,1,x,1,x=44+52,Addition,96.0
1709,1709,"Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ?",1,x,1,x=64-14,Subtraction,50.0
1710,1710,There are 25 popular trees currently in the park . Park workers will plant 73 popular trees today . How many popular trees will the park have when the workers are finished ?,1,x,1,x=25+73,Addition,98.0
1711,1711,There are 54 scissors in the drawer . Keith placed 22 scissors in the drawer . How many scissors are now there in all ?,1,x,1,x=54+22,Addition,76.0
1712,1712,Alyssa picked 42 pears and Nancy picked 17 pears from the pear tree . How many pears were picked in all ?,1,x,1,x=42+17,Addition,59.0
1713,1713,Sam had 98 pennies in his bank . He spent 93 of his pennies . How many pennies does he have now ?,1,x,1,x=98-93,Subtraction,5.0
1714,1714,"Joan found 79 seashells on the beach , she gave Mike 63 of the seashells . How many seashells does she now have ?",1,x,1,x=79-63,Subtraction,16.0
1715,1715,Sam has 110 books . Joan has 102 books . How many books do they have together ?,1,x,1,x=110+102,Addition,212.0
1716,1716,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree . How many oranges were picked in total ?,1,x,1,x=122+105,Addition,227.0
1717,1717,Sally had 760 quarters in her bank . She spent 418 of her quarters . How many quarters does she have now ?,1,x,1,x=760-418,Subtraction,342.0
1718,1718,Melanie grew 139 turnips . Benny grew 113 turnips . How many turnips did they grow in all ?,1,x,1,x=139+113,Addition,252.0
1719,1719,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,1,x,1,x=676-224,Subtraction,452.0
1720,1720,There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today . How many walnut trees will the park have when the workers are finished ?,1,x,1,x=107+104,Addition,211.0
1721,1721,"Fred has 709 green balloons , he gave Sandy 221 of the balloons . How many green balloons does he now have ?",1,x,1,x=709-221,Subtraction,488.0
1722,1722,There are 115 pencils in the drawer . Sara placed 100 pencils in the drawer . How many pencils are now there in all ?,1,x,1,x=115+100,Addition,215.0
1723,1723,Jason has 3 Pokemon cards . Benny bought 2 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,1,x,1,x=3-2,Subtraction,1.0
1724,1724,"Mike has 8 orange marbles , he gave Sam 4 of the marbles . How many orange marbles does he now have ?",1,x,1,x=8-4,Subtraction,4.0
1725,1725,Joan had 5 dimes in her bank . She spent 2 of her dimes . How many dimes does she have now ?,1,x,1,x=5-2,Subtraction,3.0
1726,1726,There are 2 orchid bushes currently in the park . Park workers will plant 4 orchid bushes today . How many orchid bushes will the park have when the workers are finished ?,1,x,1,x=2+4,Addition,6.0
1727,1727,Sara picked 6 pears and Tim picked 5 pears from the pear tree . How many pears were picked in total ?,1,x,1,x=6+5,Addition,11.0
1728,1728,"Sam grew 4 watermelons , but the rabbits ate 3 watermelons . How many watermelons does Sam have ?",1,x,1,x=4-3,Subtraction,1.0
1729,1729,Jason had Pokemon cards . He gave 9 to his friends . He now has 4 Pokemon cards . How many Pokemon cards did he have to start with ?,1,x,1,x-9=4,Subtraction,13.0
1730,1730,Mary had 7 nickels in her bank . Her dad gave her 5 nickels . How many nickels does Mary have now ?,1,x,1,x=7+5,Addition,12.0
1731,1731,Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ?,1,x,1,x=6+9,Addition,15.0
1732,1732,Mary has 9 yellow marbles Joan has 3 yellow marbles . How many yellow marbles do they have in all ?,1,x,1,x=9+3,Addition,12.0
1733,1733,Sally grew 6 carrots . Fred grew 4 carrots . How many carrots did they grow in all ?,1,x,1,x=6+4,Addition,10.0
1734,1734,Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ?,1,x,1,x=5-2,Subtraction,3.0
1735,1735,Fred has 5 baseball cards . Melanie bought 3 of Fred 's baseball cards . How many baseball cards does Fred have now ?,1,x,1,x=5-3,Subtraction,2.0
1736,1736,Mary had 8 potatoes in the garden . The rabbits ate 3 of the potatoes . How many potatoes does Mary now have ?,1,x,1,x=8-3,Subtraction,5.0
1737,1737,There are 9 oak trees currently in the park . Park workers had to cut down 2 oak trees that were damaged . How many oak trees will the park have when the workers are finished ?,1,x,1,x=9-2,Subtraction,7.0
1738,1738,Jessica had 8 quarters in her bank . Her sister borrowed 3 of her quarters . How many quarters does Jessica have now ?,1,x,1,x=8-3,Subtraction,5.0
1739,1739,A restaurant made 9 hamburgers to serve during lunch . Only 3 were actually served . How many hamburgers were over from lunch ?,1,x,1,x=9-3,Subtraction,6.0
1740,1740,There are 7 crayons in the drawer . Mary took 3 crayons out of the drawer . How many crayons are there now ?,1,x,1,x=7-3,Subtraction,4.0
1741,1741,Dan picked 9 limes and gave Sara 4 of the limes . How many limes does Dan have now ?,1,x,1,x=9-4,Subtraction,5.0
1742,1742,Joan has 9 blue balloons but lost 2 of them . How many blue balloons does Joan have now ?,1,x,1,x=9-2,Subtraction,7.0
1743,1743,"Joan picked 43 apples from the orchard , and gave 27 apples to Melanie . How many apples does Joan have now ?",1,x,1,x=43-27,Subtraction,16.0
1744,1744,"Tom has 30 violet balloons , he gave Fred 16 of the balloons . How many violet balloons does he now have ?",1,x,1,x=30-16,Subtraction,14.0
1745,1745,Fred has 40 baseball cards . Keith bought 22 of Fred 's baseball cards . How many baseball cards does Fred have now ?,1,x,1,x=40-22,Subtraction,18.0
1746,1746,"Fred found 47 seashells on the beach , he gave Jessica 25 of the seashells . How many seashells does he now have ?",1,x,1,x=47-25,Subtraction,22.0
1747,1747,"Sara grew 43 pumpkins , but the rabbits ate 23 pumpkins . How many pumpkins does Sara have ?",1,x,1,x=43-23,Subtraction,20.0
1748,1748,Joan decided to sell all of her old books . She gathered up 33 books to sell . She sold 26 books in a yard sale . How many books does Joan now have ?,1,x,1,x=33-26,Subtraction,7.0
1749,1749,There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ?,1,x,1,x=46-25,Subtraction,21.0
1750,1750,There are 33 oak trees currently in the park . Park workers had to cut down 18 oak trees that were damaged . How many oak trees will be in the park when the workers are finished ?,1,x,1,x=33-18,Subtraction,15.0
1751,1751,"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 . How much did Joan spend on video games ?",1,x,1,x=5.20+4.23,Addition,9.43
1752,1752,"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ?",1,x,1,x=145.16+5.84,Addition,151.0
1753,1753,"Alyssa bought some toys . She bought a football for $ 5.71 , and spent $ 6.59 on marbles . In total , how much did Alyssa spend on toys ?",1,x,1,x=5.71+6.59,Addition,12.3
1754,1754,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ?",1,x,1,x=10.22+11.73,Addition,21.95
1755,1755,Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ?,1,x,1,x=5.36+5.10,Addition,10.46
1756,1756,"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket . In total , how much money did Jason spend on clothing ?",1,x,1,x=14.28+4.74,Addition,19.02
1757,1757,"Alyssa loves eating fruits . Alyssa paid $ 12.08 for grapes , and $ 9.85 for cherries . In total , how much money did Alyssa spend ?",1,x,1,x=12.08+9.85,Addition,21.93
1758,1758,"A ship is filled with 5973 tons of cargo . It stops in the Bahamas , where sailors load 8723 tons of cargo onboard . How many tons of cargo does the ship hold now ?",1,x,1,x=5973.0+8723.0,Addition,14696.0
1759,1759,"Before December , customers buy 1346 ear muffs from the mall . During December , they buy 6444 , and there are none . In all , how many ear muffs do the customers buy ?",1,x,1,x=1346.0+6444.0,Addition,7790.0
1760,1760,"Diane is a beekeeper . Last year , she harvested 2479 pounds of honey . This year , she bought some new hives and increased her honey harvest by 6085 pounds . How many pounds of honey did Diane harvest this year ?",1,x,1,x=2479.0+6085.0,Addition,8564.0
1761,1761,"An oil pipe in the sea broke . Before engineers started to fix the pipe , 6522 liters of oil leaked into the water . While the engineers worked , the pipe leaked 5165 liters of oil . In all , how many liters of oil leaked into the water ?",1,x,1,x=6522.0+5165.0,Addition,11687.0
1762,1762,A car company produced 3884 cars in North America and 2871 cars in Europe . How many cars is that in all ?,1,x,1,x=3884.0+2871.0,Addition,6755.0
1763,1763,"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen . How many yen do they have ?",1,x,1,x=6359.0+3485.0,Addition,9844.0
1764,1764,"There are 1986 books in Oak Grove 's public library . In addition , there are 5106 books in its school libraries . How many books do the libraries in Oak Grove have overall ?",1,x,1,x=1986.0+5106.0,Addition,7092.0
1765,1765,"There were originally 20817 houses in Lincoln County . During a housing boom , developers built 97741 . How many houses are there now in Lincoln County ?",1,x,1,x=20817.0+97741.0,Addition,118558.0
1766,1766,"A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?",1,x,1,x=48097.0+684.0,Addition,48781.0
1767,1767,"Christina just transferred $ 69 out of her bank account . As a result , the account now has $ 26935 in it . How much money was in the account before the transfer ?",1,x,1,x=69.0+26935.0,Addition,27004.0
1768,1768,"Last year at Newberg 's airport , 14507 passengers landed on time . Unfortunately , 213 passengers landed late . In all , how many passengers landed in Newberg last year ?",1,x,1,x=14507.0+213.0,Addition,14720.0
1769,1769,"A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ?",1,x,1,x=64535.0-522.0,Subtraction,64013.0
1770,1770,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ?",1,x,1,x=12170.0+54912.0,Addition,67082.0
1771,1771,"Last year , 90171 people were born in a country , and 16320 people immigrated to it . How many new people began living in the country last year ?",1,x,1,x=90171.0+16320.0,Addition,106491.0
1772,1772,"A ship full of grain crashes into a coral reef . By the time the ship is fixed , 49952 tons of grain have spilled into the water . Only 918 tons of grain remain onboard . How many tons of grain did the ship originally contain ?",1,x,1,x=49952.0+918.0,Addition,50870.0
1773,1773,"To fill an order , the factory dyed 61921 yards of silk green and 49500 yards pink . How many yards of silk did it dye for that order ?",1,x,1,x=61921.0+49500.0,Addition,111421.0
1774,1774,A multi-national corporation has 2041 part-time employees and 63093 full-time employees . How many employees work for the corporation ?,1,x,1,x=2041.0+63093.0,Addition,65134.0
1775,1775,"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ?",1,x,1,x=712261.0+259378.0,Addition,971639.0
1776,1776,"A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ?",1,x,1,x=14797.0+4969.0,Addition,19766.0
1777,1777,"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ?",1,x,1,x=2000.0-1426.0,Subtraction,574.0
1778,1778,A worker at a medical lab is studying blood samples . 2 samples contained a total of 7341 blood cells . The first sample contained 4221 blood cells . How many blood cells were in the second sample ?,1,x,1,x=7341.0-4221.0,Subtraction,3120.0
1779,1779,"So far , an orchard has sold a combined total of 9792 pounds of fresh and frozen fruit this season . If they have sold 3513 pounds of frozen fruit , how many pounds of fresh fruit have been sold so far ?",1,x,1,x=9792.0-3513.0,Subtraction,6279.0
1780,1780,"Recently , the value of Kate 's retirement fund decreased by $ 12 . If her fund was worth $ 1472 before , how much is it worth now ?",1,x,1,x=1472.0-12.0,Subtraction,1460.0
1781,1781,"The Richmond Tigers sold a total of 9570 tickets last season . If they sold 3867 tickets in the first half of the season , how many tickets did they sell in the second half ?",1,x,1,x=9570.0-3867.0,Subtraction,5703.0
1782,1782,A petri dish originally contained 600 bacteria . A scientist let the bacteria grow and now there are 8917 of them . How many more bacteria are there now ?,1,x,1,x=8917.0-600.0,Subtraction,8317.0
1783,1783,"Tori is a school janitor . Last week , she picked up a total of 1576 pieces of trash . If she picked up 344 pieces of trash in the classrooms , how many pieces of trash did Tori pick up outside the classrooms ?",1,x,1,x=1576.0-344.0,Subtraction,1232.0
1784,1784,"Molly owns the Wafting Pie Company . This morning , her employees used 816 eggs to bake pumpkin pies . If her employees used a total of 1339 eggs today , how many eggs did they use in the afternoon ?",1,x,1,x=1339.0-816.0,Subtraction,523.0
1785,1785,Each of farmer Cunningham 's 6048 lambs is either black or white . There are 193 white ones . How many of Farmer Cunningham 's lambs are black ?,1,x,1,x=6048.0-193.0,Subtraction,5855.0
1786,1786,"Students at Arcadia schools are participating in a coat drive . 9437 coats have been collected so far . 6922 coats were collected from the high schools , and the rest from the elementary schools . How many coats were collected at the elementary schools ?",1,x,1,x=9437.0-6922.0,Subtraction,2515.0
1787,1787,"A company painted some houses in Hancock County white and blue using a total of 6689 gallons of paint . If they used 660 gallons of white paint , how many gallons of blue paint did the company use ?",1,x,1,x=6689.0-660.0,Subtraction,6029.0
1788,1788,The Silvergrove Public Library used a grant to purchase 2647 books . Now the library has a total of 8582 books . How many books did the library have before the grant ?,1,x,1,x=8582.0-2647.0,Subtraction,5935.0
1789,1789,"A cell phone company has a total of 7422 customers across the world . If 723 of its customers live in the United States , how many of its customers live in other countries ?",1,x,1,x=7422.0-723.0,Subtraction,6699.0
1790,1790,"Last year , egg producers in Douglas County produced 1416 eggs . This year , those same farms produced 4636 eggs . How many more eggs did the farms produce this year ?",1,x,1,x=4636.0-1416.0,Subtraction,3220.0
1791,1791,"An oil pipe in the sea broke . Before engineers started to fix the pipe , 2475 gallons of oil leaked into the water . A total of 6206 gallons of oil leaked before the pipe was fixed . How many gallons of oil leaked while the engineers were fixing the pipe ?",1,x,1,x=6206.0-2475.0,Subtraction,3731.0
1792,1792,"A treasure hunter discovered a buried treasure chest filled with a total of 5155 gems . 45 of the gems were diamonds , and the rest were rubies . How many of the gems were rubies ?",1,x,1,x=5155.0-45.0,Subtraction,5110.0
1793,1793,"Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of 6310 grams of jelly . If they have 4518 grams of blueberry jelly , how many grams of strawberry jelly do they have ?",1,x,1,x=6310.0-4518.0,Subtraction,1792.0
1794,1794,"While playing a video game , Paul scored 3103 points . He and his cousin together have a total of 5816 points . How many points does Paul 's cousin have ?",1,x,1,x=5816.0-3103.0,Subtraction,2713.0
1795,1795,"A construction company is repaving a damaged road . So far , they have repaved a total of 4938 inches of the road . Today , they repaved 805 inches of the road . How many inches of the road had they repaved before today ?",1,x,1,x=4938.0-805.0,Subtraction,4133.0
1796,1796,"Milford Lake was originally blue because it only had 809 algae plants . Now there are 3263 algae plants , and the lake has turned green . How many more algae plants are in Milford Lake now ?",1,x,1,x=3263.0-809.0,Subtraction,2454.0
1797,1797,Oscar 's bus ride to school is 0.75 mile and Charlie 's bus ride is 0.25 mile . How much longer is Oscar 's bus ride than Charlie 's ?,1,x,1,x=0.75-0.25,Subtraction,0.5
1798,1798,"Karen added 0.25 cup of walnuts to a batch of trail mix . Later , she added 0.25 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?",1,x,1,x=0.25+0.25,Addition,0.5
1799,1799,"Kendall is learning to drive , so this weekend she practiced driving 0.16666666666666666 mile with her mother and another 0.5 mile with her father . How far did Kendall drive in all ?",1,x,1,x=0.16666666666666666+0.5,Addition,0.6666666666666666
1800,1800,"At a pie-eating contest , Erik got through 0.6666666666666666 pie before time was called ; Frank finished just 0.3333333333333333 pie . How much more pie did Erik eat than Frank ?",1,x,1,x=0.6666666666666666-0.3333333333333333,Subtraction,0.3333333333333333
1801,1801,A tailor cut 0.75 inch off a skirt and 0.5 inch off a pair of pants . How much more did the tailor cut off the skirt than the pants ?,1,x,1,x=0.75-0.5,Subtraction,0.25
