,question,operation
879,". Jones has a job offer in which she will receive $600 per month, plus a commission of 2% of the total price of the cars she sells. At her current job, she receives $1000 a month plus a commission of 1.5% of her total sales. What is the total price of the cars that Mrs. Jones must sell each month to make the same at either dealership? S",Multiplication
880,What is 75% of 445?,Multiplication
881,Nate is working at the concession stand at his brothers baseball game. He only has cola and lemon-lime to drink. He has sold 45 colas and 27 lemon-lime drinks. What is the probability the next person wants a lemon-lime drink? a)3/5. b)4/9. c)1/3. d)3/8.,Division
882,"4,659 miles $6,216.6 (I have) how much miles per $?",Division
883,what is 15 percent of seven-hundred and 58 dollars and 10 cents?,Multiplication
884,"find the area of a triangle whose vertices have coordinates:(2, -5)(6, 1)(-3, -4)?",Division
885,A fair coin is tossed 5 times. What is the probability that exactly 2 heads are observed?,Division
886,what is 6 over 30?,Division
887,25% of what number is 20?,Division
888,The sum of the measures of the interior angles of a quadrilateral is? . 360å¡ B. 720å¡ . 90å¡ D. 180å¡,Addition
889,"in a class of 55 students, 23 study english, 21 study spanish and 26 study french . 5 study all three subjects. students study both english and spanish, 11 study both french and spanish and 8 study english and french. . how many students student spanish only . how many students do neither of the three subject.",Subtraction
890,"ix people were asked to determine the amount of money they were carrying,, to the nearest dollar. The results were $27, $54, $35 ,,48, $30,a nd $40. lease tell me what the range and mode is.",Subtraction
891,"A health research fund drive has raised $18,700. That is 22% of the goal. What is the goal?",Multiplication
892,How to do 6 divided 4 by hand?,Division
893,What percent of 55 is 20?,Multiplication
894,How could it be that 7 out of 50 is 35%? nd how could it be that 3 out of 50 is 9%?,Division
895,"What's the nth term for the these arithmetic sequence 2, 4, 8, 16, 32?",Division
896,"Using arithmetic sequence of numbers 2, 4, 6, 8, 10.wWat is d, the difference between any 2 terms?",Subtraction
897,What is 33 1/3% of 12?,Multiplication
898,T won 9 of its 1st 20 gms.HHw many of the remaining 16 gms does T have to win to have a 50% winning record?,Subtraction
899,"What is 1/3 of $125,000?",Division
900,325e6.5% is ofat number of T,Multiplication
901,What's 4/10 in the simplest form please answer this?,Division
902,Find: 32 out of 110 in percentage. 1% 51% 34.4% 29.1%,Division
903,Csome one find out what percent of $1.2 Billion of $6 Billion?,Division
904,what is the measure of each exterior of a regular 12 sided polygon? . A. 40 . B. 48 . C. 36 . D. 150 . E. 30 . F. 144.,Division
905,269 is what percent of 400?,Division
906,How many 4 digit numbers have the thousands digit equal to 2 and the units digit equal to 7?,Multiplication
907,A ball is thrown upward from the roof of a building 100 m tall with an initial velocity of 20 m/s. When will the ball reach a height of 80 m?,Multiplication
908,"What is 35% of $9,252.07?",Multiplication
909,How would you do an equation like 34 multiplied by 4 exponent 2?,Multiplication
910,"t is the average (Arithmetic mean) of 8,7,7 ,5 ,3 ,2 , ad 2 ? -",Division
911,"Find the least common multiple of 9, 20, and 30?",Multiplication
912,"1, 4, 13, 40, 121 Describe the rule in the pattern and find the next term. Show how you found the next term in the pattern.",Addition
913,How do you convert 7/8 to a decimal without a calculator?,Division
914,"80% of all customers are satisfied .if there are 7840 satisfied customers,h ow many customers are there? 800 customers b. 272 customers c.39,2000 customers d. 920 customers",Division
915,How many counting numbers between 100 and 1000 remain the same when the order of the digits is reversed is one of the numbers.,Multiplication
916,"o pass algebra, a student must have an average of at least 70 on 5 tests. On the first four tests, a student has scores of 75, 79, 64, and 71. What possible scores on the fifth test would guarantee the student a passing grade in the class?",Addition
917,How do u write fractions into decimals? over 20 in decimal form,Division
918,"pecial lottery is to be held to select the student who will live in the only deluxe room in a college dormitory. There are 100 seniors, 150 juniors, and 200 sophomores who applied. Each seniors name is placed in the lottery 3 times; each juniors name, 2 times; and each sophomores name, 1 time. What is the probability that a seniors name will be chosen?",Division
919,"2004, there were 653 evening newspapers in the United Stares. This is about 44.8% of the number if evening newspapers were there in United States in 1960. How many evening newspapers were there in 1960? Round your answer to the nearest whole number. P",Multiplication
920,What is the fractional equivalent of 40%?,Division
921,A baseball pennant is shaped like a trapezoid. It's bases are 30 cm and its area is 1440cm2.wWat is its height?,Division
922,"Convert 558 centimeters to meters. A 5580 B 55,800 C 0.558 D 5.58",Multiplication
923,te the fraction 148/264 in simplest form? A 36/64 B 37/64 C.37/66 D.36/66,Division
924,"It takes 1.75 minutes to analyze 100,000 sectors of digital space. How long would it take to analyze 7,000,000?",Multiplication
925,". .265 kg converts to how many g? a, 265 g b, 2.65 g c, 0.265 kg d, 2.65 kg",Multiplication
926,"t percent of 119 is 3? If necessary, round your answer to the nearest tenth of a percent.",Division
927,What is 20 percent of 30?,Multiplication
928,What 3 identical numbers can add up to 12?,Division
929,"n was building a new fence, and he wants it to stand 8 1/2 feet above ground level. To make sure it is secure he must place it 2 3/4 feet into the ground. How long of a post should John buy? Oions: 101/2 feet 103/4 feet 1111 feet 1/4 feet 1111 1/2 feet",Addition
930,"What is the next number in the sequence 4, 6, 10, 14, 22, 26?",Multiplication
931,Hand what is 11to the negitive 3rd power?,Subtraction
932,"Carpet 1 sells for 6.99/ sq yd. carpet b is a remnant 9 ft by 12 ft sells for 99. you want a carpet that is 9ft y 12ft, will it cost less to buy the remnant or to buy carpet a by the square yard",Multiplication
933,5 is what percent of 14?,Division
934,Write o.735 repeating as a fraction?,Division
935,How long (in inches) is 6 centmeters?,Division
936,324 is 90% of what number?,Division
937,"baseball a player's batting average is the ratio of hits to the number of times he or she has batted. Thus, if the plater ter has an average of 00, it means that he/she got 300 hits in 1000 at bats. In order to have an average of .3000 , ow many hits would the batter have to get in 400 times a bat?",Multiplication
938,How do I convert 95 degrees to radians?,Division
939,the here what you need to average. 9 100 8/100 74100 3436 1/20 1830 1/25 1527 2/30 3335 2/24 2628 3840,Division
940,"How long is 25.6 miles in kilometers? roximately how many kilometers is 25 or 26 miles? An, how many kilometers is equal to 1 mile?",Multiplication
941,Choose the best estimate: 37% of 55.,Multiplication
942,ar travels at 108 km/hr. How far will it travel in 3 1/4 hours?,Multiplication
943,"If the 2 factors are 25 and 12, what is the product?",Multiplication
944,"Order from least to greatest? 6 9/20 , 7.42, 15/2, 7.403",Division
945,"1, 2, 6, 7, 9, a three digit number is to be formed from the digits listed above. If the first digit must be odd, second ot third digit must be 2, and no digit may be repeated, how many such integers are possble?",Addition
946,A number is drawn at random from the numbers 1 through 20. The probability the number is a multiple of 3 is? A. 1/3 B. 1/5 C. 3/10 D. 7/20,Division
947,"I have to find the average of a weeks takings e.g. 180,120,180,320,245. with the total of 1045",Division
948,Which one of the following is equivalent to 7 to the negative second power? a. -14 b. -7 to the second power c. -1/14 d. 1/49,Subtraction
949,25% of what number is 10?,Multiplication
950,6ö_27 / 12ö_3?,Division
951,4 7/24 minus 3 9/32,Subtraction
952,"Express The Following As A Unit Rate. If Necessary, Round To The Nearest Tenth 325.4 Miles On 17.3 Gallons? 18.8 Miles Per Gallon B 188 Miles Per Gallon C.18.809 Miles Per Gallon D.18.81 Miles Per Gallon",Division
953,What's 42% of 138?,Multiplication
954,"What is 2% of 5,100?",Multiplication
955,"perimeter of a square can be found by adding all four sides together. If the perimeter of a square is 64m, how long is one side? (A) (B)m (C)m (D)m",Multiplication
956,What is the lowest common multiple of 24 and 60?,Multiplication
957,What is 10% of 41.58?,Multiplication
958,Need a reduced fraction from 9/36?,Division
959,"titanic hit an iceberg at 11:59 pm,apr Al 15,1912.The ship sank 7,260 seconds later.At what time did the titanic sink?",Division
960,How much is 3% of $900?,Multiplication
961,"How do you figure out and express ""7 out of 12"" as a percentage?",Division
962,I have 1.81 days left of vacation time. So I have 1 day and 0.81 (how much time is 0.81 of an eight hour day?)?,Multiplication
963,What does 3 1/5 divided by 1 7/15 equal?,Division
964,12 is 66 2/3% of what number?,Multiplication
965,is 21/40 closer to 0 one half or 1?,Division
966,If you're born Dec 1988 would you really be 20 now? or 19,Subtraction
967,"400 students, 360 students are taking a math class or an English course. Eighty-five of the students in math classes are also taking an English class. If a total of 190 students are taking a math course, how many are taking an English course but not a math course?",Subtraction
968,What percent of one third be?,Division
969,"The volume V of blood pumped from your heart each minutolues directly with your plse rate p. Each time your heart beats, it pumps approximately 0.05 liter of liter of b od. Write an equation that relates V to P. If your pulse rate for 15 seconds is 12, find o how much blood your heart pumps in one minute. H",Multiplication
970,"How much do I need to make an hour to make 100,000 a year?",Subtraction
971,What is the value of h(3) multiplied by h(7)? h(x) 3 1 5l 3 7 5 9 7,Multiplication
972,"1n96,THEVtheBcivilianRlabor forceEofItheAunitedCstates included7 MILmillionOpeopleD and WERwereEunemployedOW owNmanyOpeople inEtheLcaecilianBlaborRforceRwereEunemployed",Multiplication
973,"what is 45% of $15,000.00?",Multiplication
974,"In a marathonunners who finish 1th through 75th receive gift certificates ; those who finish 76th and higher do not . f 312 runners participated in the race , ow many did NOTnotceive gift certificates ?",Subtraction
975,"re are three buckets A1, A2 and A3 Buket A1 having capacity of 19 liters and is empty. B ket A2 having capacity of 13 liters and is full. B ket A3 having capacity of 7 liters and is full. A I need is two buckets with 10 liters of water. How?.",Subtraction
976,"At the company I work for, our service fee is 15% of the original debt amount that a client enrolls into our debt settlement program. I am trying to figure how much debt was enrolled if the company earned a total of $30,000 in fees",Multiplication
977,"What is the order from least to greatest of 4/9, 0.4, 0.45?",Division
978,How do you work out 8 divided by 5?,Division
979,"What is 33 1/3% of $250,000.",Multiplication
980,If the markup formula is 40% of cost and the selling price of an iteam is $49.99 what is the cost? $37.76 b.33.33 c$34.33 d.35.71,Multiplication
981,What is 20% written as a fraction? (A)1/20 (B)3/25 (C)4/25 (D)1/5,Division
982,What is the side length of a regular hexagon with perimeter 15 inches?,Division
983,"A researcher wishes to estimate the proportion of all adults who own a cell phone. He takes a random sample of 1,572 adults; 1,298 of them own a cell phone, hence 1298/1572 äö 0.83 or about 83% own a cell phone. b. What is the parameter of interest? c. What is the statistic involved? for b. is it the 1.572 adults who own cellphones? forc. is it the 83% of adults who own cellphones?",Division
984,7% of 33m?,Multiplication
985,If acceleration due to gravity on the moon is 1.64 m/sec/sec. now your mass is 68kg. what would be your weight on the moon?,Multiplication
986,Sandy grew 6 carrots . Sam grew 3 carrots . How many carrots did they grow in total ?,Addition
987,Benny picked 2 apples and Dan picked 9 apples from the apple tree . How many apples were picked in total ?,Addition
988,Sara picked 45 pears and Sally picked 11 pears from the pear tree . How many pears were picked in total ?,Addition
989,Sam had 49 pennies and 24 nickels in his bank . His dad gave him 39 nickels and 31 quarters . How many nickels does he have now ?,Addition
990,Joan has 40 blue balloons Melanie has 41 blue balloons . How many blue balloons do they have in total ?,Addition
991,Fred grew 38 cantelopes . Tim grew 44 cantelopes . How many cantelopes did they grow in total ?,Addition
992,Nancy grew 6 potatoes . Sandy grew 7 potatoes . How many potatoes did they grow in total ?,Addition
993,Tom found 7 seashells but 4 were broken . How many unbroken seashells did Tom find ?,Subtraction
994,Sally picked 7 lemons and Mary picked 9 lemons from the lemon tree . How many lemons were picked in total ?,Addition
995,Mike has 87 baseball cards . Sam bought 13 of Mike 's baseball cards . How many baseball cards does Mike have now ?,Subtraction
996,Sandy grew 51 pumpkins . Mike grew 23 pumpkins . How many pumpkins did they grow in total ?,Addition
997,Tim has 44 books . Sam has 52 books . How many books do they have together ?,Addition
998,There are 25 popular trees currently in the park . Park workers will plant 73 popular trees today . How many popular trees will the park have when the workers are finished ?,Addition
999,Sam had 98 pennies in his bank . He spent 93 of his pennies . How many pennies does he have now ?,Subtraction
1000,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree . How many oranges were picked in total ?,Addition
1001,Sally had 760 quarters in her bank . She spent 418 of her quarters . How many quarters does she have now ?,Subtraction
1002,Melanie grew 139 turnips . Benny grew 113 turnips . How many turnips did they grow in all ?,Addition
1003,Joan had 5 dimes in her bank . She spent 2 of her dimes . How many dimes does she have now ?,Subtraction
1004,Sara picked 6 pears and Tim picked 5 pears from the pear tree . How many pears were picked in total ?,Addition
1005,Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ?,Addition
1006,Sally grew 6 carrots . Fred grew 4 carrots . How many carrots did they grow in all ?,Addition
1007,Joan has 9 blue balloons but lost 2 of them . How many blue balloons does Joan have now ?,Subtraction
1008,"Joan picked 43 apples from the orchard , and gave 27 apples to Melanie . How many apples does Joan have now ?",Subtraction
1009,"Sara grew 43 pumpkins , but the rabbits ate 23 pumpkins . How many pumpkins does Sara have ?",Subtraction
1010,"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 . How much did Joan spend on video games ?",Addition
1011,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ?",Addition
1012,A car company produced 3884 cars in North America and 2871 cars in Europe . How many cars is that in all ?,Addition
1013,"Last year at Newberg 's airport , 14507 passengers landed on time . Unfortunately , 213 passengers landed late . In all , how many passengers landed in Newberg last year ?",Addition
1014,"Milford Lake was originally blue because it only had 809 algae plants . Now there are 3263 algae plants , and the lake has turned green . How many more algae plants are in Milford Lake now ?",Subtraction
1015,"Karen added 0.25 cup of walnuts to a batch of trail mix . Later , she added 0.25 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?",Addition
1016,Hannah 's Vegetarian Restaurant bought 0.3333333333333333 pound of green peppers and 0.3333333333333333 pound of red peppers . How many pounds of peppers did Hannah 's Vegetarian Restaurant buy in all ?,Addition
1017,Suzie found 2 worms in the yard and measured them with a ruler . 1 worm was 0.8 inch long . The other worm was 0.1 inch long . How much longer was the longer worm ?,Subtraction
1018,Elizabeth went to the salon and had 0.375 inch of hair cut off . The next day she went back and asked for another 0.5 inch to be cut off . How much hair did she have cut off in all ?,Addition
1019,"In Shannon 's apartment complex , 0.16666666666666666 the apartments are one-bedroom apartments and 0.3333333333333333 are two-bedroom apartments . What fraction of the apartments are either 1 - or two-bedroom apartments ?",Addition
1020,Dale 's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers . How many pounds of peppers did Dale 's Vegetarian Restaurant buy in all ?,Addition
1021,"At a pizza party , Mason and his friends drank 2.6666666666666665 bottles of lemon-lime soda and 2.6666666666666665 bottles of cola . How much soda did they drink in all ?",Addition
1022,In March it rained 0.81 inches . It rained 0.35 inches less in April than in March . How much did it rain in April ?,Subtraction
1023,Jason found 49 seashells and 48 starfish on the beach . He gave 13 of the seashells to Tim . How many seashells does Jason now have ?,Subtraction
1024,A restaurant made 9 hamburgers and 4 hot dogs to serve during lunch . Only 3 hamburgers were actually served . How many hamburgers were over ?,Subtraction
1025,"Mike found 6 seashells and 4 starfish , but 4 of the seashells were broken . How many unbroken seashells did Mike find ?",Subtraction
1026,Sara picked 35 pears and 27 apples from the orchard . She gave 28 pears to Dan . How many pears does Sara have ?,Subtraction
1027,"Sally paid $ 12.32 total for peaches , after a 3 dollar coupon , and $ 11.54 for cherries . In total , how much money did Sally spend ?",Addition
1028,"Tom bought a skateboard for $ 9.46 , and spent $ 9.56 on marbles . Tom also spent $ 14.50 on shorts . In total , how much did Tom spend on toys ?",Addition
1029,"For his car , Mike spent $ 118.54 on speakers and $ 106.33 on new tires . Mike wanted 3 CD 's for $ 4.58 but decided not to . In total , how much did Mike spend on car parts ?",Addition
1030,"Tom purchased a Batman game for $ 13.60 , and a Superman game for $ 5.06 . Tom already owns 2 games . How much did Tom spend on video games ?",Addition
1031,Tim had 7 quarters and 9 nickels in his bank . His dad gave him 3 nickels and 5 pennies . How many nickels does Tim have now ?,Addition
1032,"Tim found 37 seashells and Sally found 13 seashells on the beach . When they cleaned them , they discovered that 25 were cracked . How many seashells did they find together ?",Addition
1033,Tom had 27 pennies and 15 dimes in his bank . His dad gave him 33 dimes and 49 nickels . How many dimes does he have now ?,Addition
1034,It took me 6 minutes to walk 500 meters. How fast was I travelling?,Division
1035,There are 7066 known nesting pairs of bald eagles in the lower 48 states today. This is 6649 more pairs than in 1963. How many nesting pairs of bald eagles were there in the lower 48 states in 1963?,Addition
1036,The sum of 5 and a number is 20. Find the number.,Addition
1037,"Think of a number , half it and the result is 9. Find the number.",Multiplication
1038,"The value of a sport utility vehicle this year is 16,000 dollars , which is 0.8 of what its value was last year. Find the value of the vehicle last year.",Division
1039,Convert 0.176 to a percent.,Multiplication
1040,"After eating at the restaurant, Sally, Sam, and Alyssa decided to divide the bill evenly. If each person paid 45 dollars, what was the total of the bill ?",Multiplication
1041,Sandy grew 6 carrots. Sam grew 3 carrots. How many carrots did they grow in total ?,Addition
1042,Benny picked 2 apples and Dan picked 9 apples from the apple tree. How many apples were picked in total ?,Addition
1043,Sara picked 45 pears and Sally picked 11 pears from the pear tree. How many pears were picked in total ?,Addition
1044,Joan has 40 blue balloons Melanie has 41 blue balloons. How many blue balloons do they have in total ?,Addition
1045,Fred grew 38 cantelopes. Tim grew 44 cantelopes. How many cantelopes did they grow in total ?,Addition
1046,Nancy grew 6 potatoes. Sandy grew 7 potatoes. How many potatoes did they grow in total ?,Addition
1047,Tom found 7 seashells but 4 were broken. How many unbroken seashells did Tom find ?,Addition
1048,Sally picked 7 lemons and Mary picked 9 lemons from the lemon tree. How many lemons were picked in total ?,Addition
1049,Mike has 87 baseball cards. Sam bought 13 of Mike's baseball cards. How many baseball cards does Mike have now ?,Subtraction
1050,Sandy grew 51 pumpkins. Mike grew 23 pumpkins. How many pumpkins did they grow in total ?,Addition
1051,Tim has 44 books. Sam has 52 books. How many books do they have together ?,Addition
1052,There are 25 popular trees currently in the park. Park workers will plant 73 more popular trees today. How many popular trees will the park have when the workers are finished ?,Addition
1053,Sam had 98 pennies in his bank. He spent 93 of his pennies. How many pennies does he have now ?,Subtraction
1054,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree. How many oranges were picked in total ?,Addition
1055,Sally had 760 quarters in her bank. She spent 418 of her quarters. How many quarters does she have now ?,Subtraction
1056,Melanie grew 139 turnips. Benny grew 113 turnips. How many turnips did they grow in all ?,Addition
1057,A restaurant sold 63 hamburgers last week. How many hamburgers on average were sold each day ?,Division
1058,Fred has 90 cents in his bank. How many dimes does Fred have ?,Division
1059,Fred has 110 blue marbles. Fred has 22 times more blue marbles than Tim. How many blue marbles does Tim have?,Division
1060,"Mike has 96 muffins, which he needs to box up into dozens. How many boxes does he need?",Division
1061,"Mary earns $46 cleaning a home. How many homes did she clean, if she made 276 dollars?",Multiplication
1062,Sara saw 96 birds in a tree. How many dozen birds did Sara see?,Multiplication
1063,Sara has 192 golf balls. How many dozen golf balls does she have?,Multiplication
1064,Joan had 5 dimes in her bank. She spent 2 of her dimes. How many dimes does she have now ?,Subtraction
1065,Sara picked 6 pears and Tim picked 5 pears from the pear tree. How many pears were picked in total ?,Addition
1066,Dan has 5 blue marbles. Mary has 2 times more blue marbles than Dan. How many blue marbles does Mary have ?,Multiplication
1067,Sara has 9 dozen golf balls. How many golf balls does she have ?,Multiplication
1068,Keith grew 6 turnips. Alyssa grew 9 turnips. How many turnips did they grow in all ?,Addition
1069,Sally grew 6 carrots. Fred grew 4 carrots. How many carrots did they grow in all ?,Addition
1070,Benny has 6 blue marbles. Keith has 5 times more blue marbles than Benny. How many blue marbles does Keith have ?,Multiplication
1071,Benny goes out to lunch with Sara and Tom. Each person orders the $8 lunch special. Benny agrees to pay the bill. How much will he have to pay ?,Multiplication
1072,A restaurant sold 8 pies every day for a week. How many pies were sold during the week ?,Multiplication
1073,Tim has 13 dozen golf balls. How many golf balls does he have ?,Multiplication
1074,Sally saw 1 dozen birds in a tree. How many birds did Sally see ?,Multiplication
1075,"Benny goes to lunch with Sally and Sandy. The total bill came to 15 dollars. They decided to equally split up the bill, how much will each person have to pay ?",Division
1076,A restaurant sold 49 hamburgers last week. How many hamburgers on average were sold each day ?,Division
1077,Sally has 6 blue balloons. Fred has 3 times more blue balloons than Sally. How many blue balloons does Fred have now ?,Multiplication
1078,Dan found 7 seashells but 3 were broken. How many unbroken seashells did Dan find ?,Addition
1079,Joan has 9 blue balloons but lost 2 of them. How many blue balloons does Joan have now ?,Subtraction
1080,"Joan picked 43 apples from the orchard, and gave 27 apples to Melanie. How many apples does Joan have now ?",Subtraction
1081,Alyssa's high school played 31 hockey games this year. She attended 13 games. How many hockey games did Alyssa miss ?,Addition
1082,"Sara grew 43 pumpkins, but the rabbits ate 23 pumpkins. How many pumpkins does Sara have left ?",Subtraction
1083,"Joan purchased a basketball game for $5.20, and a racing game for $4.23. How much did Joan spend on video games?",Addition
1084,"Jessica spent $10.22 on a cat toy, and a cage cost her $11.73. What was the total cost of Jessica's purchases?",Addition
1085,"A ship is filled with 5,973 tons of cargo. It stops in the Bahamas, where sailors load 8,723 more tons of cargo onboard. How many tons of cargo does the ship hold now?",Addition
1086,"Before December, customers buy 1,346 ear muffs from the mall. During December, they buy 6,444 more, and there are none left. In all, how many ear muffs do the customers buy?",Addition
1087,"Diane is a beekeeper. Last year, she harvested 2,479 pounds of honey. This year, she bought some new hives and increased her honey harvest by 6,085 pounds. How many pounds of honey did Diane harvest this year?",Addition
1088,"An oil pipe in the sea broke. Before engineers started to fix the pipe, 6,522 liters of oil leaked into the water. While the engineers worked, the pipe leaked 5,165 more liters of oil. In all, how many liters of oil leaked into the water?",Addition
1089,"A car company produced 3,884 cars in North America and 2,871 cars in Europe. How many cars is that in all?",Addition
1090,"Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen. Their checking account now has 6,359 yen and their savings account now has 3,485 yen. How many yen do they have?",Addition
1091,"There are 1,986 books in Oak Grove's public library. In addition, there are 5,106 books in its school libraries. How many books do the libraries in Oak Grove have overall?",Addition
1092,"There were originally 20,817 houses in Lincoln County. During a housing boom, developers built 97,741 more. How many houses are there now in Lincoln County?",Addition
1093,"A farmer estimates that he will harvest 48,097 bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected. How many bushels of wheat does the farmer harvest?",Addition
1094,"Christina just transferred $69 out of her bank account. As a result, the account now has $26,935 left in it. How much money was in the account before the transfer?",Subtraction
1095,"Last year at Newberg's airport, 14,507 passengers landed on time. Unfortunately, 213 passengers landed late. In all, how many passengers landed in Newberg last year?",Addition
1096,"A dust storm sweeps across the prairie. It covers 64,535 acres of the prairie in dust, but leaves 522 acres untouched. How many acres does the prairie cover?",Addition
1097,"Some insects called aphids attack a large farm. In response, the farmer releases ladybugs onto the fields. There are 12,170 ladybugs with spots and 54,912 ladybugs without spots. How many ladybugs are there in all?",Addition
1098,"Last year, 90,171 people were born in a country, and 16,320 people immigrated to it. How many new people began living in the country last year?",Addition
1099,"A ship full of grain crashes into a coral reef. By the time the ship is fixed, 49,952 tons of grain have spilled into the water. Only 918 tons of grain remain onboard. How many tons of grain did the ship originally contain?",Addition
1100,"To fill an order, the factory dyed 61,921 yards of silk green and 49,500 yards pink. How many yards of silk did it dye for that order?",Addition
1101,"A multi-national corporation has 2,041 part-time employees and 63,093 full-time employees. How many employees work for the corporation?",Addition
1102,"Each year, salmon travel upstream, going from the ocean to the rivers where they were born. This year, 712,261 male and 259,378 female salmon returned to their rivers. How many salmon made the trip?",Addition
1103,"A bathing suit manufacturer has a supply of 14,797 bathing suits for men. In addition, it has 4,969 bathing suits for women. How many bathing suits are available overall?",Addition
1104,"Before the recent housing boom, there were 1,426 houses in Lawrence County. Now, there are 2,000 houses. How many houses did developers build during the housing boom?",Addition
1105,"A worker at a medical lab is studying blood samples. Two samples contained a total of 7,341 blood cells. The first sample contained 4,221 blood cells. How many blood cells were in the second sample?",Addition
1106,"So far, an orchard has sold a combined total of 9,792 pounds of fresh and frozen fruit this season. If they have sold 3,513 pounds of frozen fruit, how many pounds of fresh fruit have been sold so far?",Addition
1107,"Karen added 0.25 of a cup of walnuts to a batch of trail mix. Later, she added 0.25 of a cup of almonds. How many cups of nuts did Karen put in the trail mix in all?",Addition
1108,Hannah's Vegetarian Restaurant bought 0.3333333333333333 of a pound of green peppers and 0.3333333333333333 of a pound of red peppers. How many pounds of peppers did Hannah's Vegetarian Restaurant buy in all?,Addition
1109,Suzie found two worms in the yard and measured them with a ruler. One worm was 0.8 of an inch long. The other worm was 0.1 of an inch long. How much longer was the longer worm?,Subtraction
1110,Elizabeth went to the salon and had 0.375 of an inch of hair cut off. The next day she went back and asked for another 0.5 of an inch to be cut off. How much hair did she have cut off in all?,Addition
1111,"In Shannon's apartment complex, 0.16666666666666666 of the apartments are one-bedroom apartments and 0.3333333333333333 are two-bedroom apartments. What fraction of the apartments are either one- or two-bedroom apartments?",Addition
1112,Dale's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers. How many pounds of peppers did Dale's Vegetarian Restaurant buy in all?,Addition
1113,"At a pizza party, Mason and his friends drank 2.6666666666666665 bottles of lemon-lime soda and 2.6666666666666665 bottles of cola. How much soda did they drink in all?",Addition
1114,In March it rained 0.81 inches. It rained 0.35 inches less in April than in March. How much did it rain in April?,Subtraction
1115,"Shiela has 6 neighbors who like to collect animal drawings. Shiela drew 54 animals on small pieces of paper. If she plans to give the same number of animal drawings to her neighbors, how many will each of them receive?",Multiplication
1116,"Brenda, BettyÛªs sister, wanted to have 3 bracelets with star-shaped stones. She also bought 36 star-shaped stones from the local store and gave it to Betty. How many star-shaped stones will there be in each of the bracelet Betty makes for Brenda?",Multiplication
1117,"Shannon, BrendaÛªs neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?",Division
1118,"JaneÛªs dad brought home 24 marble potatoes. If JaneÛªs mom made potato salad for lunch and served an equal amount of potatoes to Jane, herself and her husband, how many potatoes did each of them have?",Division
1119,Paco had 93 cookies. Paco ate 15 of them. How many cookies did Paco have left?,Subtraction
1120,The Sumata family took a 5 day vacation by car. Each day they drove 250 miles. How many total miles did they drive?,Multiplication
1121,Marcia spent 300 minutes working on her science project. How many hours did Marcia spend on her science project?,Division
1122,Mrs. Hilt bought a notebook for $1.30. She paid with nickels. How many nickels did she use to buy the notebook?,Division
1123,"The value of a sport utility vehicle this year is 16,000 dollars , which is 0.8 of what its value was last year. How much is the value of the vehicle last year?",Division
