,question,operation
1405,Mary is baking a cake . The recipe wants 8 cups of flour . She already put in 2 cups . How many cups does she need to add ?,Subtraction
1406,Sara 's high school played 12 basketball games this year . The team won most of their games . They were defeated during 4 games . How many games did they win ?,Subtraction
1407,There are 22 walnut trees currently in the park . Park workers will plant walnut trees today . When the workers are finished there will be 55 walnut trees in the park . How many walnut trees did the workers plant today ?,Subtraction
1408,Mike had 34 peaches at his roadside fruit dish . He went to the orchard and picked peaches to stock up . There are now 86 peaches . how many did he pick ?,Subtraction
1409,Joan went to 4 football games this year . She went to 9 games last year . How many football games did Joan go to in all ?,Addition
1410,There are 4 walnut trees currently in the park . Park workers will plant 6 walnut trees today . How many walnut trees will the park have when the workers are finished ?,Addition
1411,Alyssa 's dog had puppies . She gave 7 to her friends . She now has 5 puppies . How many puppies did she have to start with ?,Addition
1412,A restaurant served 9 pizzas during lunch and 6 during dinner today . How many pizzas were served today ?,Addition
1413,There are 2 pencils in the drawer . Tim placed 3 pencils in the drawer . How many pencils are now there in total ?,Addition
1414,There are 11 rulers and 34 crayons in the drawer . Tim placed 14 rulers in the drawer . How many rulers are now there in all ?,Addition
1415,"Fred went to 36 basketball games this year , but missed 35 . He went to 11 games last year . How many basketball games did Fred go to in total ?",Addition
1416,There are 33 pencils and 44 crayons in the drawer . Joan placed 27 pencils in the drawer . How many pencils are now there in total ?,Addition
1417,There are 33 walnut trees currently in the park . Park workers will plant 44 walnut trees today . How many walnut trees will the park have when the workers are finished ?,Addition
1418,There are 41 pencils in the drawer . Mike placed 30 pencils in the drawer . How many pencils are now there in total ?,Addition
1419,Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ?,Addition
1420,Mike has 35 books in his library . He bought several books at a yard sale over the weekend . He now has 56 books in his library . How many books did he buy at the yard sale ?,Addition
1421,There are 53 maple trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 64 maple trees in the park . How many maple trees did the workers plant today ?,Addition
1422,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ?,Addition
1423,There were 73 bales of hay in the barn . Jason stacked bales in the barn today . There are now 96 bales of hay in the barn . How many bales did he store in the barn ?,Addition
1424,There are 9 crayons in the drawer . Benny placed 3 crayons in the drawer . How many crayons are now there in total ?,Addition
1425,There are 5 oak trees currently in the park . Park workers will plant 4 oak trees today . How many oak trees will the park have when the workers are finished ?,Addition
1426,There are 34 dogwood trees currently in the park . Park workers will plant 49 dogwood trees today . How many dogwood trees will the park have when the workers are finished ?,Addition
1427,There are 27 pencils in the drawer . Nancy placed 45 pencils in the drawer . How many pencils are now there in total ?,Addition
1428,There are 25 popular trees currently in the park . Park workers will plant 73 popular trees today . How many popular trees will the park have when the workers are finished ?,Addition
1429,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,Subtraction
1430,There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today . How many walnut trees will the park have when the workers are finished ?,Addition
1431,There are 115 pencils in the drawer . Sara placed 100 pencils in the drawer . How many pencils are now there in all ?,Addition
1432,There are 2 orchid bushes currently in the park . Park workers will plant 4 orchid bushes today . How many orchid bushes will the park have when the workers are finished ?,Addition
1433,"Sam grew 4 watermelons , but the rabbits ate 3 watermelons . How many watermelons does Sam have ?",Subtraction
1434,Mary had 8 potatoes in the garden . The rabbits ate 3 of the potatoes . How many potatoes does Mary now have ?,Subtraction
1435,There are 9 oak trees currently in the park . Park workers had to cut down 2 oak trees that were damaged . How many oak trees will the park have when the workers are finished ?,Subtraction
1436,A restaurant made 9 hamburgers to serve during lunch . Only 3 were actually served . How many hamburgers were over from lunch ?,Subtraction
1437,Dan picked 9 limes and gave Sara 4 of the limes . How many limes does Dan have now ?,Subtraction
1438,"Joan picked 43 apples from the orchard , and gave 27 apples to Melanie . How many apples does Joan have now ?",Subtraction
1439,Joan decided to sell all of her old books . She gathered up 33 books to sell . She sold 26 books in a yard sale . How many books does Joan now have ?,Subtraction
1440,There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ?,Subtraction
1441,There are 33 oak trees currently in the park . Park workers had to cut down 18 oak trees that were damaged . How many oak trees will be in the park when the workers are finished ?,Subtraction
1442,"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ?",Addition
1443,"Alyssa bought some toys . She bought a football for $ 5.71 , and spent $ 6.59 on marbles . In total , how much did Alyssa spend on toys ?",Addition
1444,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ?",Addition
1445,Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ?,Addition
1446,"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket . In total , how much money did Jason spend on clothing ?",Addition
1447,"Alyssa loves eating fruits . Alyssa paid $ 12.08 for grapes , and $ 9.85 for cherries . In total , how much money did Alyssa spend ?",Addition
1448,"A ship is filled with 5973 tons of cargo . It stops in the Bahamas , where sailors load 8723 tons of cargo onboard . How many tons of cargo does the ship hold now ?",Addition
1449,"An oil pipe in the sea broke . Before engineers started to fix the pipe , 6522 liters of oil leaked into the water . While the engineers worked , the pipe leaked 5165 liters of oil . In all , how many liters of oil leaked into the water ?",Addition
1450,"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen . How many yen do they have ?",Addition
1451,"There are 1986 books in Oak Grove 's public library . In addition , there are 5106 books in its school libraries . How many books do the libraries in Oak Grove have overall ?",Addition
1452,"There were originally 20817 houses in Lincoln County . During a housing boom , developers built 97741 . How many houses are there now in Lincoln County ?",Addition
1453,"A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?",Addition
1454,"Christina just transferred $ 69 out of her bank account . As a result , the account now has $ 26935 in it . How much money was in the account before the transfer ?",Addition
1455,"A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ?",Subtraction
1456,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ?",Addition
1457,"Last year , 90171 people were born in a country , and 16320 people immigrated to it . How many new people began living in the country last year ?",Addition
1458,"A ship full of grain crashes into a coral reef . By the time the ship is fixed , 49952 tons of grain have spilled into the water . Only 918 tons of grain remain onboard . How many tons of grain did the ship originally contain ?",Addition
1459,"To fill an order , the factory dyed 61921 yards of silk green and 49500 yards pink . How many yards of silk did it dye for that order ?",Addition
1460,A multi-national corporation has 2041 part-time employees and 63093 full-time employees . How many employees work for the corporation ?,Addition
1461,"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ?",Addition
1462,"A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ?",Addition
1463,"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ?",Subtraction
1464,A worker at a medical lab is studying blood samples . 2 samples contained a total of 7341 blood cells . The first sample contained 4221 blood cells . How many blood cells were in the second sample ?,Subtraction
1465,"So far , an orchard has sold a combined total of 9792 pounds of fresh and frozen fruit this season . If they have sold 3513 pounds of frozen fruit , how many pounds of fresh fruit have been sold so far ?",Subtraction
1466,"Recently , the value of Kate 's retirement fund decreased by $ 12 . If her fund was worth $ 1472 before , how much is it worth now ?",Subtraction
1467,"The Richmond Tigers sold a total of 9570 tickets last season . If they sold 3867 tickets in the first half of the season , how many tickets did they sell in the second half ?",Subtraction
1468,"Molly owns the Wafting Pie Company . This morning , her employees used 816 eggs to bake pumpkin pies . If her employees used a total of 1339 eggs today , how many eggs did they use in the afternoon ?",Subtraction
1469,"Students at Arcadia schools are participating in a coat drive . 9437 coats have been collected so far . 6922 coats were collected from the high schools , and the rest from the elementary schools . How many coats were collected at the elementary schools ?",Subtraction
1470,"A company painted some houses in Hancock County white and blue using a total of 6689 gallons of paint . If they used 660 gallons of white paint , how many gallons of blue paint did the company use ?",Subtraction
1471,"A cell phone company has a total of 7422 customers across the world . If 723 of its customers live in the United States , how many of its customers live in other countries ?",Subtraction
1472,"Last year , egg producers in Douglas County produced 1416 eggs . This year , those same farms produced 4636 eggs . How many more eggs did the farms produce this year ?",Subtraction
1473,"An oil pipe in the sea broke . Before engineers started to fix the pipe , 2475 gallons of oil leaked into the water . A total of 6206 gallons of oil leaked before the pipe was fixed . How many gallons of oil leaked while the engineers were fixing the pipe ?",Subtraction
1474,"While playing a video game , Paul scored 3103 points . He and his cousin together have a total of 5816 points . How many points does Paul 's cousin have ?",Subtraction
1475,"A construction company is repaving a damaged road . So far , they have repaved a total of 4938 inches of the road . Today , they repaved 805 inches of the road . How many inches of the road had they repaved before today ?",Subtraction
1476,Oscar 's bus ride to school is 0.75 mile and Charlie 's bus ride is 0.25 mile . How much longer is Oscar 's bus ride than Charlie 's ?,Subtraction
1477,"Karen added 0.25 cup of walnuts to a batch of trail mix . Later , she added 0.25 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?",Addition
1478,"At Lindsey 's Vacation Wear , 0.375 the garments are bikinis and 0.25 are trunks . What fraction of the garments are either bikinis or trunks ?",Addition
1479,A marine biologist measured 1 fish that was 0.3 foot long and a second fish that was 0.2 foot long . How much longer was the first fish ?,Subtraction
1480,Hannah 's Vegetarian Restaurant bought 0.3333333333333333 pound of green peppers and 0.3333333333333333 pound of red peppers . How many pounds of peppers did Hannah 's Vegetarian Restaurant buy in all ?,Addition
1481,"Blake filled a bucket with 0.8 gallon of water . Later , he poured out 0.2 gallon of the water . How much water is in the bucket ?",Subtraction
1482,"In Mr. Olsen 's mathematics class , 0.7 the students received A 's and 0.2 received B 's . What fraction of the students received either A 's or B 's ?",Addition
1483,"1 evening , a restaurant served a total of 0.2 loaf of wheat bread and 0.4 loaf of white bread . How many loaves were served in all ?",Addition
1484,"Each day , the polar bear at Richmond 's zoo eats 0.2 bucket of trout and 0.4 bucket of salmon . How many buckets of fish does the polar bear eat daily ?",Addition
1485,0.5 the students in the band are in the trumpet section . 0.125 the students in the band are in the trombone section . What fraction of the students in the band are in either the trumpet section or the trombone section ?,Addition
1486,Suzie found 2 worms in the yard and measured them with a ruler . 1 worm was 0.8 inch long . The other worm was 0.1 inch long . How much longer was the longer worm ?,Subtraction
1487,Scarlett made a fruit salad with 0.25 pound of melon and 0.375 pound of berries . How many pounds of fruit did Scarlett use in all ?,Addition
1488,Vince 's bus ride to school is 0.625 mile and Zachary 's bus ride is 0.5 mile . How much longer is Vince 's bus ride than Zachary 's ?,Subtraction
1489,"In Shannon 's apartment complex , 0.16666666666666666 the apartments are one-bedroom apartments and 0.3333333333333333 are two-bedroom apartments . What fraction of the apartments are either 1 - or two-bedroom apartments ?",Addition
1490,"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was . How much gas did Michelle use ?",Subtraction
1491,"At the hardware store , 0.25 the nails are size 2d and 0.5 the nails are size 4d . What fraction of the nails are either size 2d or 4d ?",Addition
1492,Jonah added 0.3 cup of yellow raisins and 0.4 cup of black raisins to a batch of trail mix . How many cups of raisins did Jonah add in all ?,Addition
1493,"When Jake had 1 cat , he needed to serve 0.5 can of cat food each day . Now that Jake has adopted a second cat , he needs to serve a total of 0.9 can each day . How much extra food is needed to feed the second cat ?",Subtraction
1494,"While making pastries , a bakery used 0.2 bag of wheat flour and 0.1 bag of white flour . How many bags of flour did the bakery use in all ?",Addition
1495,"Kaleen filled a bucket with 0.75 gallon of water . A few minutes later , she realized only 0.5 gallon of water remained . How much water had leaked out of the bucket ?",Subtraction
1496,"Carefully following a recipe , Kenny used exactly 0.16666666666666666 cup of oil and 1.1666666666666667 cups of water . How many cups of liquid did Kenny use in all ?",Addition
1497,Dale 's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers . How many pounds of peppers did Dale 's Vegetarian Restaurant buy in all ?,Addition
1498,"On a hot day , Sam poured 1 bucket of water into a plastic wading pool . A few minutes later he added another 8.8 buckets . How much water did Sam pour into the pool ?",Addition
1499,"As part of a lesson on earthquakes , a science class is researching the movement of a nearby fault line . The fault line moved 1.25 inches during the past year and 5.25 inches the year before . How far did the fault line move in all ?",Addition
1500,"At the beach , Janet and her sister both built sandcastles and then measured their heights . Janet 's sandcastle was 3.6666666666666665 feet tall and her sister 's was 2.3333333333333335 feet tall . How much taller was Janet 's sandcastle than her sister 's ?",Subtraction
1501,"A farmer started the day with 8.75 buckets of seeds . After spending the morning sowing seeds , she now has 6 buckets . How many buckets of seeds did the farmer sow ?",Subtraction
1502,A carpenter bought a piece of wood that was 0.41 meters long . Then she sawed 0.33 meters off the end . How long is the piece of wood now ?,Subtraction
1503,Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins . How many pounds of snacks did she buy in all ?,Addition
1504,"Kevin bought 2 watermelons . The first watermelon was 9.91 pounds , and the second watermelon was 4.11 pounds . How many pounds of watermelon did Kevin buy ?",Addition
1505,In March it rained 0.81 inches . It rained 0.35 inches less in April than in March . How much did it rain in April ?,Subtraction
1506,"Ron weighed 2 colored metal balls during a science class . The blue ball weighed 6 pounds and the brown ball weighed 3.12 pounds . If Ron places both balls on the scale at the same time , what will the scale read ?",Addition
1507,"It rained 0.9 inches on Monday . On Tuesday , it rained 0.7 inches less than on Monday . How much did it rain on Tuesday ?",Subtraction
1508,It rained 0.2 inches on Saturday and 0.4 inches on Sunday . How much did it rain on Saturday and Sunday combined ?,Addition
1509,"Pamela bought 9.8 ounces of sugar , and she spilled 5.2 ounces of it on the floor . How much is ?",Subtraction
1510,Gordon bought 3.42 pounds of fruit for a class party . The class ate 2.2 pounds of the fruit . How much fruit is ?,Subtraction
1511,Tori was 4.4 feet tall . Then she grew 2.86 feet taller . How tall is Tori now ?,Addition
1512,A carpenter bought a piece of wood that was 8.9 centimeters long . Then he sawed 2.3 centimeters off the end . How long is the piece of wood now ?,Subtraction
1513,There are 41 crayons and 26 pencils in the drawer . Sam placed 12 crayons in the drawer . How many crayons are now there in total ?,Addition
1514,There are 41 short trees and 44 tall trees currently in the park . Park workers will plant 57 short trees today . How many short trees will the park have when the workers are finished ?,Addition
1515,There are 139 erasers and 118 scissors in the drawer . Jason placed 131 erasers in the drawer . How many erasers are now there in total ?,Addition
1516,"Joan had 695 Pokemon cards , and 6 were torn . Sara bought 133 of Joan 's Pokemon cards . How many Pokemon cards does Joan have now ?",Subtraction
1517,There are 112 short trees and 119 tall trees currently in the park . Park workers will plant 105 short trees today . How many short trees will the park have when the workers are finished ?,Addition
1518,A restaurant made 9 hamburgers and 4 hot dogs to serve during lunch . Only 3 hamburgers were actually served . How many hamburgers were over ?,Subtraction
1519,Melanie picked 7 plums and 4 oranges from the orchard . She gave 3 plums to Sam . How many plums does she have now ?,Subtraction
1520,There are 6 short bushes and 4 tall trees currently in the park . Park workers had to cut down 2 short bushes that were damaged . How many short bushes will the park have when the workers are finished ?,Subtraction
1521,"There were a total of 8 football games this year , 4 are played at night . Keith missed 4 of the games . How many football games did Keith go to in total ?",Subtraction
1522,There are 9 pencils and 4 rulers in the drawer . Sally took 4 pencils out of the drawer . How many pencils are there now ?,Subtraction
1523,Dan had 7 potatoes and 4 cantelopes in the garden . The rabbits ate 4 of the potatoes . How many potatoes does Dan now have ?,Subtraction
1524,Sara picked 35 pears and 27 apples from the orchard . She gave 28 pears to Dan . How many pears does Sara have ?,Subtraction
1525,There are 42 walnut trees and 12 orange trees currently in the park . Park workers had to cut down 13 walnut trees that were damaged . How many walnut trees will be in the park when the workers are finished ?,Subtraction
1526,There are 34 pencils and 49 crayons in the drawer . Dan took 22 pencils from the drawer . How many pencils are now in the drawer ?,Subtraction
1527,"Sally paid $ 12.32 total for peaches , after a 3 dollar coupon , and $ 11.54 for cherries . In total , how much money did Sally spend ?",Addition
1528,"Dan spent $ 11.76 on a snake toy , and a cage cost him $ 14.54 . Dan also found a dollar bill on the ground . What was the total cost of Dan 's purchases ?",Addition
1529,"Mary went to the mall . She spent $ 13.04 on a shirt and $ 12.27 on a jacket . She went to 2 shops . In total , how much money did Mary spend on clothing ?",Addition
1530,"Dan joined his school 's band . He bought a clarinet for $ 130.30 , and a song book which was $ 11.24 . Dan found $ 12.32 in his pocket . How much did Dan spend at the music store ?",Addition
1531,Mary got fast food for lunch . Mary spent $ 1.08 on soup and $ 4.80 on a salad . Mary paid with a 20 dollar bill . What was the total of the lunch bill ?,Addition
1532,"For his car , Mike spent $ 118.54 on speakers and $ 106.33 on new tires . Mike wanted 3 CD 's for $ 4.58 but decided not to . In total , how much did Mike spend on car parts ?",Addition
1533,There were 46 bales of hay in the barn and 32 bales in the shed . Tom stacked bales in the barn today . There are now 60 bales of hay in the barn . How many bales did he store in the barn ?,Addition
1534,Mary is baking a cake . The recipe calls for 7 cups of flour and 3 cups of sugar . She already put in 2 cups of flour . How many cups of flour does she need to add ?,Subtraction
1535,There are 31 short trees and 32 tall trees currently in the park . Park workers will plant short trees today . When the workers are finished there will be 95 short trees in the park . How many short trees did the workers plant today ?,Addition
1536,There were 9 red orchids and 3 white orchids in the vase . Sally cut some red orchids from her flower garden . There are now 15 red orchids in the vase . How many red orchids did she cut ?,Addition
1537,Sara had 24 peaches and 37 pears at her fruit dish . She went to the orchard and picked peaches . There are now 61 peaches . how many did she pick ?,Addition
1538,There are 6 pencils and 7 rulers in the drawer . Benny placed 3 pencils in the drawer . How many pencils are now there in total ?,Addition
1539,There are 2 maple trees and 5 popular trees currently in the park . Park workers will plant 9 maple trees today . How many maple trees will the park have when the workers are finished ?,Addition
1540,"Tom went to 4 hockey games this year , but missed 7 . He went to 9 games last year . How many hockey games did Tom go to in all ?",Addition
1541,Sam 's dog had puppies and 8 had spots . He gave 2 to his friends . He now has 6 puppies . How many puppies did he have to start with ?,Subtraction
1542,There are 39 scissors and 22 pencils in the drawer . Dan placed 13 scissors in the drawer . How many scissors are now there in total ?,Addition
1543,There are 22 orchid bushes and 40 orange trees currently in the park . Park workers will plant 13 orchid bushes today . How many orchid bushes will the park have when the workers are finished ?,Addition
1544,"Mary had 33 Pokemon cards , and 6 were torn . Sam gave Mary 23 new Pokemon cards . How many Pokemon cards does Mary have now ?",Addition
1545,"Mike went to 15 basketball games this year , but missed 41 . He went to 39 games last year . How many basketball games did Mike go to in total ?",Addition
1546,There are 43 maple trees and 22 orange trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 54 maple trees in the park . How many maple trees did the workers plant today ?,Addition
1547,Melanie has 41 books and 31 magazines in her library . She bought several books at a yard sale over the weekend . She now has 87 books in her library . How many books did she buy at the yard sale ?,Addition
1548,There were 32 bales of hay in the barn and 26 bales in the shed . Jason stacked bales in the barn today . There are now 98 bales of hay in the barn . How many bales did he store in the barn ?,Addition
1549,Jessica is baking a cake . The recipe calls for 8 cups of flour and 2 cups of sugar . She already put in 4 cups of flour . How many cups of flour does she need to add ?,Subtraction
1550,There are 5 scissors and 3 pencils in the drawer . Jason placed 4 scissors in the drawer . How many scissors are now there in total ?,Addition
1551,A restaurant served 9 hot dogs during lunch and 2 during dinner today . It served 5 of them yesterday . How many hot dogs were served today ?,Addition
1552,There are 3 short trees and 6 tall trees currently in the park . Park workers will plant 9 short trees today . How many short trees will the park have when the workers are finished ?,Addition
1553,There are 48 pencils and 40 scissors in the drawer . Joan placed 29 pencils in the drawer . How many pencils are now there in all ?,Addition
1554,There are 37 short bushes and 30 tall trees currently in the park . Park workers will plant 20 short bushes today . How many short bushes will the park have when the workers are finished ?,Addition
1555,A grocery store is selling hamburger for 1.89 dollars per pound. This is 0.28 dollars less than the price at a competitor 's store. Find the price at the competitor 's store.,Subtraction
1556,"Jordan builds a model '52 Mustang. If the model car is 7 inches long and the scale is 1 to 18 , how many inches would the real Mustang be?",Multiplication
1557,"A physician 's assistant measures a child and finds that his height is 41.5 inches. At his last visit to the doctor's office , the child was 38.5 inches tall. How much did the child grow , in inches?",Subtraction
1558,"At the carnival , tickets for the rides are 0.75 dollars each , or you can buy an armband for 15 dollars and ride unlimited for one night. At how many rides does the armband cost the same as buying individual tickets?",Multiplication
1559,A 12 ounce can of cranberry juice sells for 84 cents. Give the unit cost in cents per ounce.,Division
1560,Freeport McMoran projects that in 2010 the world grain supply will be 1800000 metric tons and the supply will be only 0.75 of the world grain demand. What will the world grain demand be in 2010?,Multiplication
1561,"A lawyer bills her clients 200 dollars per hour of service. If a client 's case requires 39 hours to complete , use proportion to calculate how much the client will owe the lawyer in dollars.",Multiplication
1562,It took me 6 minutes to walk 500 meters. How fast was I travelling?,Division
1563,"The total number of students absent from B. Jones High School on a Monday after a significant snow fall was 218. The total attendance that day was 1487. How many students , in total , attend B. Jones High School?",Addition
1564,The sum of 5 and a number is 20. Find the number.,Addition
1565,"Think of a number , half it and the result is 9. Find the number.",Multiplication
1566,"The value of a sport utility vehicle this year is 16,000 dollars , which is 0.8 of what its value was last year. Find the value of the vehicle last year.",Division
1567,A car traveled 715 kilometers in 11 hours. What was its average speed?,Division
1568,Convert 0.176 to a percent.,Multiplication
1569,"The distance measured on a map varies directly with the actual distance. If 1 cm represents 25 kilometers , how many kilometers are represented by 7 cm?",Multiplication
1570,"The selling price of a pair of pants is 34 dollars. If the store paid 8 dollars less for the pants , find the price that the store paid , in dollars.",Subtraction
1571,"A textbook costs a bookstore 44 dollars , and the store sells it for 55 dollars. Find the amount of profit based on the selling price.",Subtraction
1572,A recipe calls for 0.6667 cup of diced green pepper. Give the number of cups of diced green pepper that should be used to make 0.5 of this recipe.,Multiplication
1573,A plane is using fuel at the rate of 9.5 gallons per hour and it has 6.3333 gallons left in its tank. How long can the plane continue to fly?,Multiplication
1574,If 0.5 of eight pets are cats. How many are cats?,Multiplication
1575,"0.4 of Joe 's income each month goes to taxes. If she pays 848 dollars in taxes each month , what is her monthly income in dollars?",Multiplication
1576,What is divided by 0.6667 to get 0.8?,Division
1577,"If your gross pay is 450 dollars , while your net pay is 315 dollars , how much do you pay in taxes? Assume that all tax dollars are not included in net pay.",Subtraction
1578,A recipe calls for 2 cups of sugar. You find that you only have 0.3333 cups of sugar left. What fraction of the recipe can you make?,Division
1579,"1.3333 of a number is 4.82 , what is the number?",Multiplication
1580,Sara's high school played 12 basketball games this year. The team won most of their games. They were defeated during 4 games. How many games did they win ?,Addition
1581,Joan went to 4 football games this year. She went to 9 football games last year. How many football games did Joan go to in all ?,Addition
1582,Alyssa's dog had puppies. She gave 7 to her friends. She now has 5 puppies left. How many puppies did she have to start with ?,Subtraction
1583,A restaurant served 9 pizzas during lunch and 6 during dinner today. How many pizzas were served today ?,Addition
1584,Sam went to 14 football games this year. He went to 29 games last year. How many football games did Sam go to in all ?,Addition
1585,Mike has 35 books in his library. He bought several books at a yard sale over the weekend. He now has 56 books in his library. How many books did he buy at the yard sale ?,Addition
1586,Melanie's high school played 64 soccer games this year. She attended 32 games. How many soccer games did Melanie miss ?,Addition
1587,Jason has 676 Pokemon cards. Alyssa bought 224 of Jason's Pokemon cards. How many Pokemon cards does Jason have now ?,Subtraction
1588,"There were a total of 27 soccer games during the 3 month season. If the games are equally divided, how many soccer games are played a month ?",Division
1589,"Mike has 96 muffins, which he needs to box up into dozens. How many boxes does he need?",Division
1590,Jason's shelves hold 45 books each. How many shelves will Jason need if Jason has 315 books?,Multiplication
1591,Nancy bought 615 crayons that came in packs of 15. How many packs of crayons did Nancy buy?,Division
1592,"There were a total of 323 football games in the season. The season is played for 17 months. How many football games were played each month, if each month has the same number of games?",Division
1593,Sara saw 96 birds in a tree. How many dozen birds did Sara see?,Multiplication
1594,Keith bought 72 eggs from the store to bake some cakes. How many dozen eggs did Keith buy?,Multiplication
1595,Jason has 3 Pokemon cards. Benny bought 2 of Jason's Pokemon cards. How many Pokemon cards does Jason have now ?,Subtraction
1596,There are 3 calories in a candy bar. How many calories are there in 5 candy bars ?,Multiplication
1597,Dan has 5 blue marbles. Mary has 2 times more blue marbles than Dan. How many blue marbles does Mary have ?,Multiplication
1598,"Melanie, Benny, Sally, and Jessica each have 3 baseball cards. How many baseball cards do they have in all ?",Multiplication
1599,There are 8 calories in a candy bar. How many calories are there in 3 candy bars ?,Multiplication
1600,Joan has saved 6 quarters from washing cars. How many cents does Joan have ?,Multiplication
1601,"Sally earns $12.50 an hour cleaning houses. If she works for 12 hours, how much money will she make ?",Multiplication
1602,"There were a total of 12 basketball games in the season. The season is played for 2 months. How many basketball games were played each month, if each month has the same number of games?",Multiplication
1603,Joan bought 6 dozen eggs from the grocery store to bake some cakes. How many eggs did Joan buy ?,Multiplication
1604,"Mary, Sam, Keith, and Alyssa each have 6 baseball cards. How many baseball cards do they have in all ?",Multiplication
1605,Sally bought 4 dozen eggs from the grocery store to bake some cakes. How many eggs did Sally buy ?,Multiplication
1606,Benny has 6 blue marbles. Keith has 5 times more blue marbles than Benny. How many blue marbles does Keith have ?,Multiplication
1607,"Fred earns $12.50 an hour cleaning houses. If he works for 8 hours, how much money will he make ?",Multiplication
1608,Benny goes out to lunch with Sara and Tom. Each person orders the $8 lunch special. Benny agrees to pay the bill. How much will he have to pay ?,Multiplication
1609,Tom was at the beach for 5 days and found 7 seashells every day. How many seashells did Tom find during the beach trip ?,Multiplication
1610,A restaurant sold 8 pies every day for a week. How many pies were sold during the week ?,Multiplication
1611,"Jessica, Sandy, and Jason each have 8 pencils. How many pencils do they have have in all ?",Multiplication
1612,There were a total of 13 hockey games a month. The season is played for 14 months. How many hockey games are in the seasons ?,Multiplication
1613,Benny bought 7 dozen eggs from the grocery store to bake some cakes. How many eggs did Benny buy ?,Multiplication
1614,There are 31 calories in a candy bar. How many calories are there in 11 candy bars ?,Multiplication
1615,Sara has saved 11 quarters from washing cars. How many cents does Sara have ?,Multiplication
1616,Nancy has saved 1 dozen quarters from washing cars. How much money does Nancy have ?,Multiplication
1617,Dan bought 9 dozen eggs from the grocery store to bake some cakes. How many eggs did Dan buy ?,Multiplication
1618,Sally saw 1 dozen birds in a tree. How many birds did Sally see ?,Multiplication
1619,Sally has 6 blue balloons. Fred has 3 times more blue balloons than Sally. How many blue balloons does Fred have now ?,Multiplication
1620,There were a total of 7 baseball games a month. The season is played for 2 months. How many baseball games are in a season ?,Multiplication
1621,Melanie is selling 4 gumballs for eight cents each. How much money can Melanie get from selling the gumballs?,Multiplication
1622,There are 9 oak trees currently in the park. Park workers had to cut down 2 oak trees that were damaged. How many oak trees will the park have when the workers are finished ?,Subtraction
1623,There are 7 crayons in the drawer. Mary took 3 crayons out of the drawer. How many crayons are there now ?,Subtraction
1624,"Joan picked 43 apples from the orchard, and gave 27 apples to Melanie. How many apples does Joan have now ?",Subtraction
1625,Alyssa's high school played 31 hockey games this year. She attended 13 games. How many hockey games did Alyssa miss ?,Addition
1626,Joan decided to sell all of her old books. She gathered up 33 books to sell. She sold 26 books in a yard sale. How many books does Joan now have ?,Subtraction
1627,There are 46 rulers in the drawer. Tim took 25 rulers from the drawer. How many rulers are now in the drawer ?,Subtraction
1628,There are 33 oak trees currently in the park. Park workers had to cut down 18 oak trees that were damaged. How many oak trees will be in the park when the workers are finished ?,Subtraction
1629,"Jessica spent $10.22 on a cat toy, and a cage cost her $11.73. What was the total cost of Jessica's purchases?",Addition
1630,Sara got fast food for lunch. Sara spent $5.36 on a hotdog and $5.10 on a salad. What was the total of the lunch bill?,Addition
